customer_id,product_id,rating
u_45260a29,327607,5
u_2b8be6d8,327607,5
u_0d7d5e6f,327607,4
u_c27a7393,327608,5
u_a5449c57,327608,5
u_7aa1080e,327608,5
u_0112b771,327608,5
u_e1fe3e87,327608,5
u_e809814f,332004,5
u_b05edbae,327367,3
u_36b73508,327367,5
u_b2b143e7,327367,5
u_1fcb8ae1,327367,5
u_f712d950,327367,3
u_2379fb26,322796,5
u_9e1b0114,322796,5
u_087ebd14,322796,5
u_61323b08,322796,5
u_4d1a7382,322796,5
u_ea452354,333893,1
u_517697eb,333893,4
u_36b73508,333893,3
u_047c1336,338428,4
u_b5cf4868,338428,3
u_5fbc24e2,338428,2
u_7a5e9cc9,338428,3
u_64a7618f,338428,5
u_e2f40317,344851,5
u_d4e09b2a,344851,5
u_506ff0fb,344851,5
u_744de24f,214636,1
u_bb6ee5b9,214636,3
u_444d0af4,214636,5
u_1968ab9f,214636,1
u_a5f3c6a1,214636,5
u_d4108bee,278932,4
u_e9f12498,278932,1
u_58ac8610,278932,1
u_4a972271,278932,4
u_c9827217,278932,3
u_b19c960b,324934,5
u_043174b2,324934,5
u_b1773adb,324934,5
u_01142d14,324934,1
u_5d974653,324934,1
u_7a51430c,321157,5
u_a254445a,321157,5
u_9f947885,321157,4
u_6d653b0d,321157,5
u_6cd91369,321157,4
u_1c3bdec6,342715,1
u_cd8a0fa1,226090,5
u_ee9151e3,226090,2
u_54bb80e6,226090,3
u_c3aafb77,226090,3
u_75ce512d,226090,3
u_de2e9867,342633,5
u_f1f78a2c,297271,5
u_b23f56f9,325332,4
u_bef11cb6,325332,5
u_e196b369,325332,5
u_f917832e,293654,5
u_40eab7c4,293654,5
u_a2a88d98,293654,3
u_b2866270,293654,1
u_08ebc272,293654,5
u_947f9665,336355,5
u_edfabc41,336355,5
u_b25c83ee,336355,5
u_9c1e8d76,336355,5
u_f173f563,336355,5
u_bc89740a,329241,5
u_3dcd73f4,329241,1
u_aa865c03,329241,3
u_aec6a0a1,329241,5
u_151703dd,329241,1
u_73a14bb4,333561,5
u_05a1713d,333561,5
u_6012be0d,333561,5
u_272ab71e,333561,2
u_1cb28811,333561,5
u_6271de89,310234,5
u_714d2349,310234,4
u_3ff56e23,310234,1
u_b1e79338,310234,5
u_4919b56d,310234,5
u_8ca9bff9,325086,5
u_8466fa8e,325086,1
u_0931f909,325086,4
u_4d81c934,325086,5
u_e6ca281b,325086,5
u_978b6979,328734,1
u_5ca35f92,341121,2
u_d3d01286,341121,2
u_331cb589,341121,2
u_4b69115e,339125,5
u_40f99e03,339125,1
u_b197cc79,339125,3
u_0fda8a67,339125,1
u_8d46fdb5,339125,1
u_6217bb48,362516,5
u_6da68885,337947,2
u_b1caeb38,337947,1
u_e6169760,332243,5
u_308a5322,312263,3
u_555ca340,312263,5
u_a64ce6dc,312263,5
u_16c64edf,312263,4
u_771b9da8,312263,5
u_932bbaca,341846,1
u_d7cf6cb7,341846,5
u_4a9ccfcc,358826,1
u_50846b6c,329591,2
u_9ad81a8f,329591,4
u_96d93761,329591,5
u_8001161f,329591,3
u_942c0654,329591,5
u_322c9f5b,254319,5
u_08abd442,254319,5
u_b98e7878,254319,1
u_0db2e76f,254319,5
u_b232f92c,254319,2
u_0b0bac9d,328416,5
u_c3aafb77,328416,2
u_48459cc3,328416,5
u_acd1619e,328416,5
u_32d57000,328416,5
u_fabcdfa9,259283,3
u_eb2c4d2a,259283,5
u_db71d558,259283,5
u_db49dadc,259283,1
u_f623e75a,259283,1
